arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column
263330697,2023-02-09T00:00:00.000,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401502,M,Q,114,2,65+,M,BLACK,999925,214506,40.755434,-73.943421,"{'type': 'Point', 'coordinates': [-73.943421, 40.755434]}"
262166836,2023-01-19T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,88,0,45-64,M,BLACK,991912,191839,40.693229,-73.972367,"{'type': 'Point', 'coordinates': [-73.972367, 40.693229]}"
261443559,2023-01-05T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,BLACK,987078,215157,40.75723226,-73.98979219,"{'type': 'Point', 'coordinates': [-73.98979219, 40.75723226]}"
262014734,2023-01-17T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,18,0,25-44,M,BLACK,989482,215786,40.758958,-73.981113,"{'type': 'Point', 'coordinates': [-73.981113, 40.758958]}"
264799261,2023-03-09T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200511,F,M,34,0,25-44,F,BLACK,1008453,257174,40.872526,-73.912484,"{'type': 'Point', 'coordinates': [-73.912484, 40.872526]}"
262173887,2023-01-19T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,B,48,0,25-44,M,BLACK,1015005,248295,40.84813386,-73.88883653,"{'type': 'Point', 'coordinates': [-73.88883653, 40.84813386]}"
264035372,2023-02-22T00:00:00.000,662,MATERIAL              OFFENSIV,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2451100,M,B,44,0,18-24,M,WHITE HISPANIC,1006537,244511,40.837774,-73.919455,"{'type': 'Point', 'coordinates': [-73.919455, 40.837774]}"
264093893,2023-02-23T00:00:00.000,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,28,2,45-64,F,BLACK,998486,230978,40.800647,-73.94858,"{'type': 'Point', 'coordinates': [-73.94858, 40.800647]}"
261534509,2023-01-07T00:00:00.000,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,K,70,0,25-44,M,WHITE HISPANIC,995665,174040,40.644369,-73.958866,"{'type': 'Point', 'coordinates': [-73.958866, 40.644369]}"
261247796,2023-01-02T00:00:00.000,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,66,0,25-44,M,ASIAN / PACIFIC ISLANDER,983292,169804,40.632749,-74.003448,"{'type': 'Point', 'coordinates': [-74.003448, 40.632749]}"
262666742,2023-01-29T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,81,2,45-64,M,BLACK,1005827,187068,40.680111,-73.922205,"{'type': 'Point', 'coordinates': [-73.922205, 40.680111]}"
262372017,2023-01-23T00:00:00.000,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,S,120,0,18-24,M,WHITE HISPANIC,963729,168399,40.62887,-74.073928,"{'type': 'Point', 'coordinates': [-74.073928, 40.62887]}"
261311221,2023-01-04T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,62,0,25-44,M,ASIAN / PACIFIC ISLANDER,991748,161085,40.60881426,-73.97299575,"{'type': 'Point', 'coordinates': [-73.97299575, 40.60881426]}"
261408458,2023-01-05T00:00:00.000,100,STALKING COMMIT SEX OFFENSE,116,FELONY SEX CRIMES,PL 1206002,F,M,5,0,25-44,M,WHITE HISPANIC,984098,200598,40.717275,-74.000546,"{'type': 'Point', 'coordinates': [-74.000546, 40.717275]}"
262850292,2023-02-01T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,Q,103,0,25-44,M,BLACK,1038117,193367,40.69726053,-73.80573907,"{'type': 'Point', 'coordinates': [-73.80573907, 40.69726053]}"
263754605,2023-02-16T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,34,0,25-44,F,BLACK HISPANIC,1005857,254467,40.86510128,-73.92188192,"{'type': 'Point', 'coordinates': [-73.92188192, 40.86510128]}"
261844166,2023-01-13T00:00:00.000,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,M,34,0,25-44,M,BLACK,1005067,253188,40.86159271,-73.92474206,"{'type': 'Point', 'coordinates': [-73.92474206, 40.86159271]}"
261586677,2023-01-08T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,104,0,18-24,M,WHITE HISPANIC,1009114,195250,40.70255794,-73.91032572,"{'type': 'Point', 'coordinates': [-73.91032572, 40.70255794]}"
265342936,2023-03-19T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,105,0,18-24,M,ASIAN / PACIFIC ISLANDER,1052693,187158,40.68011759,-73.75323687,"{'type': 'Point', 'coordinates': [-73.75323687, 40.68011759]}"
261881170,2023-01-13T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,S,120,0,45-64,M,BLACK,950770,171220,40.63657262,-74.12062928,"{'type': 'Point', 'coordinates': [-74.12062928, 40.63657262]}"
261634983,2023-01-10T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,43,0,18-24,M,ASIAN / PACIFIC ISLANDER,1024468,243924,40.8361,-73.854658,"{'type': 'Point', 'coordinates': [-73.854658, 40.8361]}"
262115543,2023-01-18T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,S,122,0,<18,M,BLACK,946631,141608,40.55527714029185,-74.13537729651694,"{'type': 'Point', 'coordinates': [-74.13537729651694, 40.55527714029185]}"
261737219,2023-01-11T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,6,0,18-24,M,BLACK,984858,207434,40.736035000227275,-73.99780609132893,"{'type': 'Point', 'coordinates': [-73.99780609132893, 40.736035000227275]}"
261926461,2023-01-15T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,75,0,45-64,M,BLACK,1013646,181481,40.66475130968086,-73.89404073362888,"{'type': 'Point', 'coordinates': [-73.89404073362888, 40.66475130968086]}"
265165239,2023-03-15T00:00:00.000,494,"STOLEN PROPERTY 2,1,POSSESSION",111,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,K,76,2,45-64,M,BLACK HISPANIC,982622,184999,40.674457,-74.005868,"{'type': 'Point', 'coordinates': [-74.005868, 40.674457]}"
265167730,2023-03-15T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,61,0,45-64,M,WHITE,995118,155708,40.594054,-73.960866,"{'type': 'Point', 'coordinates': [-73.960866, 40.594054]}"
262038138,2023-01-17T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0,25-44,F,WHITE HISPANIC,998016,196598,40.706283,-73.950348,"{'type': 'Point', 'coordinates': [-73.950348, 40.706283]}"
262323092,2023-01-22T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,43,0,25-44,M,BLACK,1019852,241853,40.830435,-73.871349,"{'type': 'Point', 'coordinates': [-73.871349, 40.830435]}"
263754590,2023-02-16T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,M,WHITE HISPANIC,1000996,178613,40.656915,-73.939645,"{'type': 'Point', 'coordinates': [-73.939645, 40.656915]}"
261544923,2023-01-07T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,K,84,0,25-44,M,BLACK HISPANIC,986263,191122,40.691264,-73.992739,"{'type': 'Point', 'coordinates': [-73.992739, 40.691264]}"
263858795,2023-02-18T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,M,34,0,25-44,M,BLACK,1002161,249364,40.851104,-73.935254,"{'type': 'Point', 'coordinates': [-73.935254, 40.851104]}"
261623290,2023-01-09T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,18-24,M,BLACK,1023114,235545,40.813109,-73.8596,"{'type': 'Point', 'coordinates': [-73.8596, 40.813109]}"
264540697,2023-03-04T00:00:00.000,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,Q,114,0,45-64,M,BLACK,1006813,219886,40.770185,-73.918539,"{'type': 'Point', 'coordinates': [-73.918539, 40.770185]}"
262185393,2023-01-19T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,14,7,45-64,M,BLACK,986526,212304,40.749404,-73.991784,"{'type': 'Point', 'coordinates': [-73.991784, 40.749404]}"
262541431,2023-01-26T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,71,0,25-44,M,BLACK,1000906,180551,40.66223179,-73.93996494,"{'type': 'Point', 'coordinates': [-73.93996494, 40.66223179]}"
261626460,2023-01-09T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,42,2,25-44,F,WHITE HISPANIC,1010462,243211,40.834196,-73.905274,"{'type': 'Point', 'coordinates': [-73.905274, 40.834196]}"
261480863,2023-01-06T00:00:00.000,157,RAPE 1,104,RAPE,PL 1303501,F,Q,115,0,25-44,M,WHITE HISPANIC,1018623,214936,40.7565675846374,-73.8759315341335,"{'type': 'Point', 'coordinates': [-73.8759315341335, 40.7565675846374]}"
263465756,2023-02-12T00:00:00.000,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 1305202,M,M,30,0,45-64,M,BLACK,999790,241169,40.8286232400477,-73.9438488369889,"{'type': 'Point', 'coordinates': [-73.9438488369889, 40.8286232400477]}"
262362131,2023-01-23T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,49,0,45-64,M,WHITE HISPANIC,1025390,248010,40.847311,-73.851301,"{'type': 'Point', 'coordinates': [-73.851301, 40.847311]}"
263954195,2023-02-21T00:00:00.000,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,42,0,45-64,M,BLACK,1008754,238895,40.822355,-73.911463,"{'type': 'Point', 'coordinates': [-73.911463, 40.822355]}"
262007210,2023-01-16T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,Q,103,0,25-44,M,BLACK,1036882,194643,40.70077028044947,-73.81018287592046,"{'type': 'Point', 'coordinates': [-73.81018287592046, 40.70077028044947]}"
262240285,2023-01-20T00:00:00.000,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,CPL5700600,9,Q,113,3,25-44,M,ASIAN / PACIFIC ISLANDER,1046315,187088,40.6799807384666,-73.7762339071953,"{'type': 'Point', 'coordinates': [-73.7762339071953, 40.6799807384666]}"
262929241,2023-02-02T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,62,0,25-44,M,WHITE,983289,158770,40.602464,-74.00346,"{'type': 'Point', 'coordinates': [-74.00346, 40.602464]}"
262568964,2023-01-26T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,S,120,0,25-44,F,BLACK,961577,163519,40.61547,-74.081663,"{'type': 'Point', 'coordinates': [-74.081663, 40.61547]}"
264968449,2023-03-11T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,61,0,25-44,M,WHITE,997450,156402,40.595956,-73.952466,"{'type': 'Point', 'coordinates': [-73.952466, 40.595956]}"
263038477,2023-02-04T00:00:00.000,918,RECKLESS DRIVING,348,VEHICLE AND TRAFFIC LAWS,VTL1212000,M,K,63,0,18-24,M,BLACK,1007120,166200,40.622829,-73.917612,"{'type': 'Point', 'coordinates': [-73.917612, 40.622829]}"
263597741,2023-02-14T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,83,0,18-24,M,BLACK,1007127,193705,40.698323,-73.917495,"{'type': 'Point', 'coordinates': [-73.917495, 40.698323]}"
261822340,2023-01-12T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,50,0,25-44,M,BLACK,1011430,255696,40.868462,-73.901727,"{'type': 'Point', 'coordinates': [-73.901727, 40.868462]}"
261634603,2023-01-09T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,48,0,45-64,M,BLACK,1015598,247912,40.84708056,-73.88669493,"{'type': 'Point', 'coordinates': [-73.88669493, 40.84708056]}"
264448468,2023-03-02T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,61,0,18-24,M,ASIAN / PACIFIC ISLANDER,1002184,155832,40.594382,-73.935424,"{'type': 'Point', 'coordinates': [-73.935424, 40.594382]}"
265322310,2023-03-19T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,110,0,25-44,U,WHITE HISPANIC,1020494,212098,40.74876226136117,-73.86919202845152,"{'type': 'Point', 'coordinates': [-73.86919202845152, 40.74876226136117]}"
262541407,2023-01-26T00:00:00.000,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,B,52,0,<18,M,BLACK,1017273,255924,40.869067,-73.8806,"{'type': 'Point', 'coordinates': [-73.8806, 40.869067]}"
263452884,2023-02-11T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,114,0,25-44,M,ASIAN / PACIFIC ISLANDER,1007508,217125,40.762606,-73.916041,"{'type': 'Point', 'coordinates': [-73.916041, 40.762606]}"
264009611,2023-02-22T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511002,M,Q,114,0,25-44,M,BLACK,1008584,214634,40.75576373,-73.91216711,"{'type': 'Point', 'coordinates': [-73.91216711, 40.75576373]}"
262567024,2023-01-26T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,B,52,0,25-44,M,BLACK HISPANIC,1012009,253420,40.86221038,-73.89964429,"{'type': 'Point', 'coordinates': [-73.89964429, 40.86221038]}"
262544311,2023-01-26T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,25-44,M,WHITE HISPANIC,1006537,244511,40.837774,-73.919455,"{'type': 'Point', 'coordinates': [-73.919455, 40.837774]}"
262904510,2023-02-02T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,49,0,25-44,M,BLACK,1020007,252679,40.86015,-73.870732,"{'type': 'Point', 'coordinates': [-73.870732, 40.86015]}"
265260890,2023-03-17T00:00:00.000,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,49,0,25-44,M,BLACK HISPANIC,1023484,247656,40.846347,-73.85819,"{'type': 'Point', 'coordinates': [-73.85819, 40.846347]}"
261548646,2023-01-07T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,M,30,0,25-44,M,BLACK,1000749,241092,40.828405,-73.940382,"{'type': 'Point', 'coordinates': [-73.940382, 40.828405]}"
261932360,2023-01-15T00:00:00.000,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,90,0,25-44,M,BLACK HISPANIC,998931,195645,40.70366487701544,-73.94705076402303,"{'type': 'Point', 'coordinates': [-73.94705076402303, 40.70366487701544]}"
262223831,2023-01-20T00:00:00.000,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,K,75,0,25-44,M,BLACK,1011413,184693,40.67357465,-73.90207673,"{'type': 'Point', 'coordinates': [-73.90207673, 40.67357465]}"
264404230,2023-03-01T00:00:00.000,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,B,49,0,25-44,M,WHITE HISPANIC,1020449,254591,40.86539384,-73.8691253,"{'type': 'Point', 'coordinates': [-73.8691253, 40.86539384]}"
262043592,2023-01-17T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,K,60,0,25-44,M,WHITE,989267,150295,40.57919963,-73.98193915,"{'type': 'Point', 'coordinates': [-73.98193915, 40.57919963]}"
261490139,2023-01-06T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,25,0,25-44,M,UNKNOWN,1000558,231080,40.8009303727402,-73.9410982410066,"{'type': 'Point', 'coordinates': [-73.9410982410066, 40.8009303727402]}"
262370557,2023-01-23T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,109,0,25-44,M,WHITE HISPANIC,1031259,216181,40.759921,-73.830311,"{'type': 'Point', 'coordinates': [-73.830311, 40.759921]}"
263639524,2023-02-15T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,102,0,25-44,M,BLACK,1031076,193778,40.69843,-73.831128,"{'type': 'Point', 'coordinates': [-73.831128, 40.69843]}"
262544331,2023-01-26T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL03750EB,I,K,77,0,25-44,M,BLACK,998119,185275,40.67520292,-73.95000071,"{'type': 'Point', 'coordinates': [-73.95000071, 40.67520292]}"
265298103,2023-03-18T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,25-44,F,WHITE HISPANIC,997201,231101,40.800987,-73.953221,"{'type': 'Point', 'coordinates': [-73.953221, 40.800987]}"
261233306,2023-01-02T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,25,0,25-44,M,BLACK HISPANIC,1000581,231070,40.800896,-73.941011,"{'type': 'Point', 'coordinates': [-73.941011, 40.800896]}"
261345244,2023-01-04T00:00:00.000,739,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,PL 1908301,F,Q,105,0,25-44,M,BLACK,1057766,203992,40.726284,-73.73476,"{'type': 'Point', 'coordinates': [-73.73476, 40.726284]}"
261359438,2023-01-04T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,66,0,25-44,M,WHITE,986764,167283,40.6258375452829,-73.9909448942322,"{'type': 'Point', 'coordinates': [-73.9909448942322, 40.6258375452829]}"
261291191,2023-01-03T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,107,0,18-24,M,ASIAN / PACIFIC ISLANDER,1045644,205292,40.72994269310124,-73.77848575947695,"{'type': 'Point', 'coordinates': [-73.77848575947695, 40.72994269310124]}"
262490533,2023-01-25T00:00:00.000,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1201100,F,M,19,0,25-44,M,BLACK,996551,223272,40.77949772,-73.95558406,"{'type': 'Point', 'coordinates': [-73.95558406, 40.77949772]}"
261271286,2023-01-03T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,34,0,25-44,F,WHITE HISPANIC,1003844,250988,40.85555717,-73.9291699,"{'type': 'Point', 'coordinates': [-73.9291699, 40.85555717]}"
262637924,2023-01-28T00:00:00.000,380,"ROBBERY,CAR JACKING",105,ROBBERY,PL 1601003,F,B,42,0,18-24,M,BLACK,1016161,243994,40.836327,-73.884678,"{'type': 'Point', 'coordinates': [-73.884678, 40.836327]}"
262427419,2023-01-24T00:00:00.000,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,45-64,M,BLACK,1017536,180899,40.66314008,-73.88002193,"{'type': 'Point', 'coordinates': [-73.88002193, 40.66314008]}"
262669261,2023-01-29T00:00:00.000,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,Q,114,0,25-44,F,WHITE HISPANIC,1000362,215108,40.757085,-73.941842,"{'type': 'Point', 'coordinates': [-73.941842, 40.757085]}"
262038143,2023-01-17T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,63,0,25-44,M,BLACK,1004584,164359,40.617781,-73.926753,"{'type': 'Point', 'coordinates': [-73.926753, 40.617781]}"
261519095,2023-01-07T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,111,0,25-44,M,BLACK,1051623,212368,40.74932096,-73.7568423,"{'type': 'Point', 'coordinates': [-73.7568423, 40.74932096]}"
261616661,2023-01-09T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,106,0,25-44,F,WHITE,1032502,186065,40.677251,-73.826039,"{'type': 'Point', 'coordinates': [-73.826039, 40.677251]}"
263044717,2023-02-05T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,M,BLACK,984277,205026,40.729427,-73.999901,"{'type': 'Point', 'coordinates': [-73.999901, 40.729427]}"
264165497,2023-02-23T00:00:00.000,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,K,78,0,18-24,M,BLACK,990420,188642,40.684454,-73.97775,"{'type': 'Point', 'coordinates': [-73.97775, 40.684454]}"
261501844,2023-01-06T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,52,0,25-44,M,BLACK,1014471,253403,40.862158,-73.890743,"{'type': 'Point', 'coordinates': [-73.890743, 40.862158]}"
263188329,2023-02-07T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,83,0,25-44,M,BLACK,1006501,194171,40.699606,-73.919752,"{'type': 'Point', 'coordinates': [-73.919752, 40.699606]}"
263111346,2023-02-06T00:00:00.000,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450004,M,Q,110,0,25-44,M,WHITE,1020232,210719,40.744981,-73.870144,"{'type': 'Point', 'coordinates': [-73.870144, 40.744981]}"
263772694,2023-02-17T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120000H,F,Q,114,0,25-44,M,BLACK,1007694,219656,40.769552,-73.915361,"{'type': 'Point', 'coordinates': [-73.915361, 40.769552]}"
261361223,2023-01-04T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,BLACK,987472,214939,40.756635,-73.98837,"{'type': 'Point', 'coordinates': [-73.98837, 40.756635]}"
261671309,2023-01-10T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,B,43,2,18-24,M,WHITE HISPANIC,1017969,243672,40.835435,-73.878146,"{'type': 'Point', 'coordinates': [-73.878146, 40.835435]}"
261546552,2023-01-07T00:00:00.000,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031C,F,Q,105,0,18-24,M,BLACK,1057644,193887,40.69855,-73.73531,"{'type': 'Point', 'coordinates': [-73.73531, 40.69855]}"
263786772,2023-02-17T00:00:00.000,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110E1,F,Q,114,0,25-44,M,WHITE HISPANIC,1014130,218620,40.76668726,-73.89213128,"{'type': 'Point', 'coordinates': [-73.89213128, 40.76668726]}"
264242798,2023-02-26T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,Q,114,0,25-44,M,ASIAN / PACIFIC ISLANDER,1007694,219656,40.769552,-73.915361,"{'type': 'Point', 'coordinates': [-73.915361, 40.769552]}"
262115532,2023-01-18T00:00:00.000,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,M,30,1,25-44,M,BLACK,999539,239499,40.82403172,-73.94475817,"{'type': 'Point', 'coordinates': [-73.94475817, 40.82403172]}"
263255158,2023-02-08T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,42,2,25-44,F,BLACK,1011585,242653,40.83266,-73.901219,"{'type': 'Point', 'coordinates': [-73.901219, 40.83266]}"
263344837,2023-02-09T00:00:00.000,475,UNAUTH. SALE OF TRANS. SERVICE,343,THEFT OF SERVICES,PL 1651601,M,Q,110,1,25-44,M,ASIAN / PACIFIC ISLANDER,1014244,211379,40.74681219683057,-73.8917520418653,"{'type': 'Point', 'coordinates': [-73.8917520418653, 40.74681219683057]}"
264791048,2023-03-09T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,70,0,25-44,M,BLACK,991626,169071,40.630736,-73.973423,"{'type': 'Point', 'coordinates': [-73.973423, 40.630736]}"
261796832,2023-01-12T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,20,0,25-44,M,WHITE HISPANIC,991562,226034,40.787086,-73.973594,"{'type': 'Point', 'coordinates': [-73.973594, 40.787086]}"
265237420,2023-03-16T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,Q,105,0,18-24,F,ASIAN / PACIFIC ISLANDER,1048612,180063,40.660675,-73.768016,"{'type': 'Point', 'coordinates': [-73.768016, 40.660675]}"
